Time,Container Name,CPU Usage (seconds),Memory Usage (current),Memory Usage (peak)
2024-03-09 11:28:22,pgsql,260,2.96GB,2.98GB
2024-03-09 11:28:24,pgsql,260,2.96GB,2.98GB
2024-03-09 11:28:26,pgsql,260,2.96GB,2.98GB
2024-03-09 11:28:28,pgsql,260,2.96GB,2.98GB
2024-03-09 11:28:31,pgsql,260,2.96GB,2.98GB
2024-03-09 11:28:33,pgsql,260,2.96GB,2.98GB
2024-03-09 11:28:35,pgsql,260,2.96GB,2.98GB
2024-03-09 11:28:37,pgsql,260,2.96GB,2.98GB
2024-03-09 11:28:39,pgsql,260,2.96GB,2.98GB
2024-03-09 11:28:41,pgsql,260,2.96GB,2.98GB
2024-03-09 11:28:43,pgsql,260,2.96GB,2.98GB
2024-03-09 11:28:45,pgsql,261,2.96GB,2.98GB
2024-03-09 11:28:47,pgsql,261,2.96GB,2.98GB
2024-03-09 11:28:49,pgsql,261,2.96GB,2.98GB
2024-03-09 11:28:51,pgsql,261,2.96GB,2.98GB
2024-03-09 11:28:53,pgsql,261,2.96GB,2.98GB
2024-03-09 11:28:56,pgsql,261,2.96GB,2.98GB
2024-03-09 11:28:58,pgsql,261,2.96GB,2.98GB
2024-03-09 11:29:00,pgsql,261,2.96GB,2.98GB
2024-03-09 11:29:02,pgsql,261,2.96GB,2.98GB
2024-03-09 11:29:04,pgsql,261,2.96GB,2.98GB
2024-03-09 11:29:06,pgsql,261,2.96GB,2.98GB
2024-03-09 11:29:08,pgsql,261,2.96GB,2.98GB
2024-03-09 11:29:10,pgsql,261,2.96GB,2.98GB
2024-03-09 11:29:12,pgsql,261,2.96GB,2.98GB
2024-03-09 11:29:14,pgsql,261,2.96GB,2.98GB
2024-03-09 11:29:16,pgsql,261,2.96GB,2.98GB
2024-03-09 11:29:18,pgsql,261,2.96GB,2.98GB
2024-03-09 11:29:21,pgsql,261,2.96GB,2.98GB
2024-03-09 11:29:23,pgsql,261,2.96GB,2.98GB
2024-03-09 11:29:25,pgsql,261,2.96GB,2.98GB
2024-03-09 11:29:27,pgsql,261,2.96GB,2.98GB
2024-03-09 11:29:29,pgsql,261,2.96GB,2.98GB
2024-03-09 11:29:31,pgsql,262,2.96GB,2.98GB
2024-03-09 11:29:33,pgsql,262,2.96GB,2.98GB
2024-03-09 11:29:35,pgsql,262,2.96GB,2.98GB
2024-03-09 11:29:37,pgsql,262,2.96GB,2.98GB
2024-03-09 11:29:39,pgsql,262,2.96GB,2.98GB
2024-03-09 11:29:42,pgsql,262,2.96GB,2.98GB
2024-03-09 11:29:44,pgsql,262,2.96GB,2.98GB
2024-03-09 11:29:46,pgsql,262,2.96GB,2.98GB
2024-03-09 11:29:48,pgsql,262,2.96GB,2.98GB
2024-03-09 11:29:50,pgsql,262,2.96GB,2.98GB
2024-03-09 11:29:52,pgsql,262,2.96GB,2.98GB
2024-03-09 11:29:54,pgsql,262,2.96GB,2.98GB
2024-03-09 11:29:56,pgsql,262,2.96GB,2.98GB
2024-03-09 11:29:58,pgsql,262,2.96GB,2.98GB
2024-03-09 11:30:00,pgsql,262,2.96GB,2.98GB
2024-03-09 11:30:02,pgsql,262,2.95GB,2.98GB
2024-03-09 11:30:04,pgsql,262,2.95GB,2.98GB
