Timestamp,Transaction_Type,MIN,P50%,P95%,P99%,MAX
22:50:23,SLEV,1568,1743.5,2044,17558,17558
22:50:23,DELIVERY,2933,3196.5,3521,70569,70569
22:50:23,OSTAT,682,847,1255,1649,1649
22:50:25,NEWORD,8608,26498.5,129735,209649,209649
22:50:25,PAYMENT,8516,28217,207536,212614,212614
22:50:25,SLEV,2095,2154.5,2214,2214,2214
22:50:25,DELIVERY,26281,26281,26281,26281,26281
22:50:25,OSTAT,1154,1154,1154,1154,1154
22:50:27,NEWORD,18881,24521,192619,213854,213854
22:50:27,PAYMENT,1915,20608.5,58172,69673,69673
22:50:27,SLEV,2027,2051,2071,2071,2071
22:50:27,DELIVERY,7431,7431,7431,7431,7431
22:50:27,OSTAT,1080,1080,1080,1080,1080
22:50:29,NEWORD,1663,2216.5,2878.5,98259,150756
22:50:29,PAYMENT,1294,1616,14845,150484,174812
22:50:29,SLEV,1654,1868.5,2015,2142,2142
22:50:29,DELIVERY,2642,3441.5,4026,94999,94999
22:50:29,OSTAT,676,829,1119,1372,1372
22:50:31,NEWORD,1662,2224,2952,43813,84217
22:50:31,PAYMENT,1280,1658,2386,161363,199254
22:50:31,SLEV,1618,1786.5,2227,2235,2235
22:50:31,DELIVERY,2894,3320.5,3965,152713,152713
22:50:31,OSTAT,722,837,1157,1172,1172
22:50:33,NEWORD,1667,2264.5,9585,87570,290050
22:50:33,PAYMENT,1269,1679.5,2431,115545,183057
22:50:33,SLEV,1605,1914,2213,2657,2657
22:50:33,DELIVERY,2771,3040.5,274236,274236,274236
22:50:33,OSTAT,721,856,1082,1295,1295
22:50:35,NEWORD,1584,2217,3225,174030,220988
22:50:35,PAYMENT,1208,1678,2469.5,36987,145181
22:50:35,SLEV,1689,1859,2663,2723,2723
22:50:35,DELIVERY,2795,3132,43478,54506,54506
22:50:35,OSTAT,658,900,1451,2358,2358
22:50:37,NEWORD,1637,2159,3247,114528,194674
22:50:37,PAYMENT,1243,1621,2629,84200,185027
22:50:37,SLEV,1595,1867.5,2248.5,2392,2392
22:50:37,DELIVERY,2786,3175,3885,17950,17950
22:50:37,OSTAT,714,903,1101,1296,1296
22:50:39,NEWORD,1629,2335,185665,294715,294715
22:50:39,PAYMENT,1351,1726,178977,299016,299016
22:50:39,SLEV,1700,1865,2342,2342,2342
22:50:39,DELIVERY,2849,3265,4003,4003,4003
22:50:39,OSTAT,805,889.5,941,941,941
22:50:41,NEWORD,1512,2199,3324,150787,198452
22:50:41,PAYMENT,1319,1638.5,2663,97130,208891
22:50:41,SLEV,1691,1799,2254,3100,3100
22:50:41,DELIVERY,2816,3127,4054,12405,12405
22:50:41,OSTAT,737,899,1308,1335,1335
22:50:43,NEWORD,1664,2195,3154,70916,133129
