Time,Container ID,CPU Usage (%),Memory Usage
2024-03-12 10:34:03,590e7c9e393e,11.58%,1.04GiB / 31.34GiB
2024-03-12 10:34:05,590e7c9e393e,11.44%,1.04GiB / 31.34GiB
2024-03-12 10:34:07,590e7c9e393e,18.91%,1.04GiB / 31.34GiB
2024-03-12 10:34:09,590e7c9e393e,12.14%,1.041GiB / 31.34GiB
2024-03-12 10:34:11,590e7c9e393e,9.88%,1.041GiB / 31.34GiB
2024-03-12 10:34:13,590e7c9e393e,11.55%,1.041GiB / 31.34GiB
2024-03-12 10:34:15,590e7c9e393e,16.17%,1.041GiB / 31.34GiB
2024-03-12 10:34:17,590e7c9e393e,11.58%,1.041GiB / 31.34GiB
2024-03-12 10:34:19,590e7c9e393e,12.45%,1.041GiB / 31.34GiB
2024-03-12 10:34:21,590e7c9e393e,7.71%,1.041GiB / 31.34GiB
2024-03-12 10:34:23,590e7c9e393e,5.43%,1.042GiB / 31.34GiB
2024-03-12 10:34:25,590e7c9e393e,16.77%,1.042GiB / 31.34GiB
2024-03-12 10:34:27,590e7c9e393e,12.67%,1.042GiB / 31.34GiB
2024-03-12 10:34:29,590e7c9e393e,13.86%,1.042GiB / 31.34GiB
2024-03-12 10:34:31,590e7c9e393e,15.85%,1.042GiB / 31.34GiB
2024-03-12 10:34:33,590e7c9e393e,19.58%,1.059GiB / 31.34GiB
2024-03-12 10:34:35,590e7c9e393e,8.62%,1.059GiB / 31.34GiB
2024-03-12 10:34:37,590e7c9e393e,27.95%,1.061GiB / 31.34GiB
2024-03-12 10:34:39,590e7c9e393e,12.09%,1.043GiB / 31.34GiB
2024-03-12 10:34:41,590e7c9e393e,14.77%,1.043GiB / 31.34GiB
2024-03-12 10:34:43,590e7c9e393e,8.93%,1.043GiB / 31.34GiB
2024-03-12 10:34:45,590e7c9e393e,18.44%,1.043GiB / 31.34GiB
2024-03-12 10:34:47,590e7c9e393e,13.95%,1.043GiB / 31.34GiB
2024-03-12 10:34:49,590e7c9e393e,9.52%,1.043GiB / 31.34GiB
2024-03-12 10:34:51,590e7c9e393e,12.56%,1.044GiB / 31.34GiB
2024-03-12 10:34:53,590e7c9e393e,15.65%,1.044GiB / 31.34GiB
2024-03-12 10:34:55,590e7c9e393e,1.24%,1.044GiB / 31.34GiB
2024-03-12 10:34:57,590e7c9e393e,13.64%,1.044GiB / 31.34GiB
2024-03-12 10:34:59,590e7c9e393e,12.92%,1.044GiB / 31.34GiB
2024-03-12 10:35:01,590e7c9e393e,6.54%,1.044GiB / 31.34GiB
2024-03-12 10:35:03,590e7c9e393e,22.36%,1.044GiB / 31.34GiB
2024-03-12 10:35:05,590e7c9e393e,18.49%,1.045GiB / 31.34GiB
2024-03-12 10:35:07,590e7c9e393e,13.09%,1.045GiB / 31.34GiB
2024-03-12 10:35:09,590e7c9e393e,14.41%,1.045GiB / 31.34GiB
2024-03-12 10:35:11,590e7c9e393e,9.08%,1.045GiB / 31.34GiB
2024-03-12 10:35:13,590e7c9e393e,2.36%,1.045GiB / 31.34GiB
2024-03-12 10:35:15,590e7c9e393e,14.48%,1.045GiB / 31.34GiB
2024-03-12 10:35:17,590e7c9e393e,13.19%,1.045GiB / 31.34GiB
2024-03-12 10:35:19,590e7c9e393e,13.57%,1.045GiB / 31.34GiB
2024-03-12 10:35:21,590e7c9e393e,10.13%,1.046GiB / 31.34GiB
2024-03-12 10:35:23,590e7c9e393e,15.83%,1.046GiB / 31.34GiB
2024-03-12 10:35:25,590e7c9e393e,8.37%,1.046GiB / 31.34GiB
2024-03-12 10:35:27,590e7c9e393e,1.25%,1.046GiB / 31.34GiB
2024-03-12 10:35:29,590e7c9e393e,16.58%,1.046GiB / 31.34GiB
2024-03-12 10:35:31,590e7c9e393e,14.23%,1.046GiB / 31.34GiB
2024-03-12 10:35:34,590e7c9e393e,11.95%,1.046GiB / 31.34GiB
2024-03-12 10:35:36,590e7c9e393e,16.54%,1.047GiB / 31.34GiB
2024-03-12 10:35:38,590e7c9e393e,13.24%,1.047GiB / 31.34GiB
2024-03-12 10:35:40,590e7c9e393e,8.88%,1.047GiB / 31.34GiB
2024-03-12 10:35:42,590e7c9e393e,14.50%,1.047GiB / 31.34GiB
2024-03-12 10:35:44,590e7c9e393e,17.10%,1.047GiB / 31.34GiB
2024-03-12 10:35:46,590e7c9e393e,14.91%,1.048GiB / 31.34GiB
2024-03-12 10:35:48,590e7c9e393e,15.62%,1.048GiB / 31.34GiB
2024-03-12 10:35:50,590e7c9e393e,2.64%,1.048GiB / 31.34GiB
2024-03-12 10:35:52,590e7c9e393e,1.62%,1.048GiB / 31.34GiB
2024-03-12 10:35:54,590e7c9e393e,23.90%,1.048GiB / 31.34GiB
2024-03-12 10:35:56,590e7c9e393e,12.19%,1.048GiB / 31.34GiB
2024-03-12 10:35:58,590e7c9e393e,12.19%,1.048GiB / 31.34GiB
2024-03-12 10:36:00,590e7c9e393e,1.38%,1.048GiB / 31.34GiB
2024-03-12 10:36:02,590e7c9e393e,16.52%,1.048GiB / 31.34GiB
2024-03-12 10:36:04,590e7c9e393e,2.83%,1.049GiB / 31.34GiB
2024-03-12 10:36:06,590e7c9e393e,17.22%,1.049GiB / 31.34GiB
2024-03-12 10:36:08,590e7c9e393e,12.96%,1.049GiB / 31.34GiB
2024-03-12 10:36:10,590e7c9e393e,16.44%,1.049GiB / 31.34GiB
2024-03-12 10:36:12,590e7c9e393e,15.09%,1.049GiB / 31.34GiB
2024-03-12 10:36:14,590e7c9e393e,15.06%,1.05GiB / 31.34GiB
2024-03-12 10:36:16,590e7c9e393e,17.09%,1.05GiB / 31.34GiB
2024-03-12 10:36:18,590e7c9e393e,16.66%,1.05GiB / 31.34GiB
2024-03-12 10:36:20,590e7c9e393e,17.01%,1.05GiB / 31.34GiB
2024-03-12 10:36:22,590e7c9e393e,9.20%,1.05GiB / 31.34GiB
2024-03-12 10:36:24,590e7c9e393e,13.15%,1.05GiB / 31.34GiB
2024-03-12 10:36:26,590e7c9e393e,14.90%,1.051GiB / 31.34GiB
2024-03-12 10:36:28,590e7c9e393e,2.43%,1.051GiB / 31.34GiB
2024-03-12 10:36:30,590e7c9e393e,1.99%,1.051GiB / 31.34GiB
2024-03-12 10:36:32,590e7c9e393e,13.73%,1.051GiB / 31.34GiB
2024-03-12 10:36:34,590e7c9e393e,35.04%,1.081GiB / 31.34GiB
2024-03-12 10:36:36,590e7c9e393e,16.30%,1.074GiB / 31.34GiB
2024-03-12 10:36:38,590e7c9e393e,14.93%,1.074GiB / 31.34GiB
2024-03-12 10:36:40,590e7c9e393e,12.92%,1.074GiB / 31.34GiB
2024-03-12 10:36:42,590e7c9e393e,7.83%,1.074GiB / 31.34GiB
2024-03-12 10:36:44,590e7c9e393e,10.97%,1.074GiB / 31.34GiB
2024-03-12 10:36:46,590e7c9e393e,14.33%,1.075GiB / 31.34GiB
2024-03-12 10:36:48,590e7c9e393e,10.34%,1.075GiB / 31.34GiB
2024-03-12 10:36:50,590e7c9e393e,10.41%,1.075GiB / 31.34GiB
2024-03-12 10:36:52,590e7c9e393e,8.35%,1.075GiB / 31.34GiB
2024-03-12 10:36:54,590e7c9e393e,14.91%,1.075GiB / 31.34GiB
2024-03-12 10:36:56,590e7c9e393e,11.74%,1.075GiB / 31.34GiB
2024-03-12 10:36:58,590e7c9e393e,6.77%,1.076GiB / 31.34GiB
2024-03-12 10:37:00,590e7c9e393e,12.15%,1.076GiB / 31.34GiB
2024-03-12 10:37:02,590e7c9e393e,16.33%,1.076GiB / 31.34GiB
2024-03-12 10:37:04,590e7c9e393e,1.68%,1.076GiB / 31.34GiB
2024-03-12 10:37:06,590e7c9e393e,2.02%,1.076GiB / 31.34GiB
2024-03-12 10:37:08,590e7c9e393e,15.84%,1.076GiB / 31.34GiB
2024-03-12 10:37:10,590e7c9e393e,13.65%,1.076GiB / 31.34GiB
2024-03-12 10:37:12,590e7c9e393e,11.13%,1.076GiB / 31.34GiB
2024-03-12 10:37:14,590e7c9e393e,15.44%,1.076GiB / 31.34GiB
2024-03-12 10:37:16,590e7c9e393e,12.56%,1.076GiB / 31.34GiB
2024-03-12 10:37:18,590e7c9e393e,11.93%,1.077GiB / 31.34GiB
2024-03-12 10:37:20,590e7c9e393e,10.16%,1.077GiB / 31.34GiB
2024-03-12 10:37:22,590e7c9e393e,9.25%,1.077GiB / 31.34GiB
2024-03-12 10:37:24,590e7c9e393e,12.26%,1.077GiB / 31.34GiB
2024-03-12 10:37:26,590e7c9e393e,12.21%,1.077GiB / 31.34GiB
2024-03-12 10:37:28,590e7c9e393e,8.72%,1.077GiB / 31.34GiB
2024-03-12 10:37:30,590e7c9e393e,8.84%,1.077GiB / 31.34GiB
2024-03-12 10:37:32,590e7c9e393e,22.70%,1.108GiB / 31.34GiB
2024-03-12 10:37:34,590e7c9e393e,78.40%,1.089GiB / 31.34GiB
2024-03-12 10:37:36,590e7c9e393e,18.30%,1.095GiB / 31.34GiB
2024-03-12 10:37:38,590e7c9e393e,15.43%,1.095GiB / 31.34GiB
2024-03-12 10:37:40,590e7c9e393e,66.48%,1.098GiB / 31.34GiB
2024-03-12 10:37:42,590e7c9e393e,2.53%,1.079GiB / 31.34GiB
2024-03-12 10:37:44,590e7c9e393e,3.87%,1.079GiB / 31.34GiB
2024-03-12 10:37:46,590e7c9e393e,12.98%,1.079GiB / 31.34GiB
2024-03-12 10:37:48,590e7c9e393e,13.73%,1.079GiB / 31.34GiB
2024-03-12 10:37:50,590e7c9e393e,17.34%,1.079GiB / 31.34GiB
2024-03-12 10:37:52,590e7c9e393e,14.96%,1.079GiB / 31.34GiB
2024-03-12 10:37:54,590e7c9e393e,14.69%,1.08GiB / 31.34GiB
2024-03-12 10:37:56,590e7c9e393e,13.69%,1.08GiB / 31.34GiB
2024-03-12 10:37:58,590e7c9e393e,12.64%,1.08GiB / 31.34GiB
2024-03-12 10:38:00,590e7c9e393e,8.46%,1.08GiB / 31.34GiB
2024-03-12 10:38:02,590e7c9e393e,16.18%,1.08GiB / 31.34GiB
2024-03-12 10:38:04,590e7c9e393e,13.32%,1.08GiB / 31.34GiB
2024-03-12 10:38:06,590e7c9e393e,12.46%,1.08GiB / 31.34GiB
2024-03-12 10:38:08,590e7c9e393e,11.73%,1.081GiB / 31.34GiB
2024-03-12 10:38:10,590e7c9e393e,12.49%,1.081GiB / 31.34GiB
2024-03-12 10:38:12,590e7c9e393e,14.53%,1.081GiB / 31.34GiB
2024-03-12 10:38:14,590e7c9e393e,15.24%,1.081GiB / 31.34GiB
2024-03-12 10:38:16,590e7c9e393e,12.63%,1.081GiB / 31.34GiB
2024-03-12 10:38:18,590e7c9e393e,1.59%,1.081GiB / 31.34GiB
2024-03-12 10:38:20,590e7c9e393e,3.56%,1.081GiB / 31.34GiB
2024-03-12 10:38:22,590e7c9e393e,13.11%,1.081GiB / 31.34GiB
2024-03-12 10:38:24,590e7c9e393e,12.14%,1.081GiB / 31.34GiB
2024-03-12 10:38:26,590e7c9e393e,5.46%,1.081GiB / 31.34GiB
2024-03-12 10:38:28,590e7c9e393e,12.42%,1.082GiB / 31.34GiB
2024-03-12 10:38:30,590e7c9e393e,12.73%,1.082GiB / 31.34GiB
2024-03-12 10:38:32,590e7c9e393e,12.13%,1.086GiB / 31.34GiB
2024-03-12 10:38:34,590e7c9e393e,11.56%,1.082GiB / 31.34GiB
2024-03-12 10:38:36,590e7c9e393e,11.66%,1.083GiB / 31.34GiB
2024-03-12 10:38:38,590e7c9e393e,12.59%,1.083GiB / 31.34GiB
2024-03-12 10:38:40,590e7c9e393e,11.26%,1.083GiB / 31.34GiB
2024-03-12 10:38:42,590e7c9e393e,3.68%,1.083GiB / 31.34GiB
2024-03-12 10:38:44,590e7c9e393e,14.95%,1.083GiB / 31.34GiB
2024-03-12 10:38:46,590e7c9e393e,18.57%,1.083GiB / 31.34GiB
2024-03-12 10:38:48,590e7c9e393e,11.98%,1.083GiB / 31.34GiB
2024-03-12 10:38:50,590e7c9e393e,12.56%,1.084GiB / 31.34GiB
2024-03-12 10:38:52,590e7c9e393e,13.05%,1.084GiB / 31.34GiB
2024-03-12 10:38:54,590e7c9e393e,1.65%,1.084GiB / 31.34GiB
2024-03-12 10:38:56,590e7c9e393e,2.26%,1.084GiB / 31.34GiB
2024-03-12 10:38:58,590e7c9e393e,10.29%,1.084GiB / 31.34GiB
2024-03-12 10:39:00,590e7c9e393e,15.42%,1.084GiB / 31.34GiB
2024-03-12 10:39:02,590e7c9e393e,17.09%,1.084GiB / 31.34GiB
2024-03-12 10:39:04,590e7c9e393e,13.89%,1.084GiB / 31.34GiB
2024-03-12 10:39:06,590e7c9e393e,15.57%,1.084GiB / 31.34GiB
2024-03-12 10:39:08,590e7c9e393e,13.80%,1.085GiB / 31.34GiB
2024-03-12 10:39:10,590e7c9e393e,13.36%,1.085GiB / 31.34GiB
2024-03-12 10:39:12,590e7c9e393e,3.85%,1.085GiB / 31.34GiB
2024-03-12 10:39:14,590e7c9e393e,1.98%,1.085GiB / 31.34GiB
2024-03-12 10:39:16,590e7c9e393e,16.31%,1.085GiB / 31.34GiB
2024-03-12 10:39:18,590e7c9e393e,15.08%,1.085GiB / 31.34GiB
2024-03-12 10:39:20,590e7c9e393e,15.86%,1.085GiB / 31.34GiB
2024-03-12 10:39:22,590e7c9e393e,12.77%,1.085GiB / 31.34GiB
2024-03-12 10:39:24,590e7c9e393e,12.44%,1.086GiB / 31.34GiB
2024-03-12 10:39:26,590e7c9e393e,14.40%,1.086GiB / 31.34GiB
2024-03-12 10:39:28,590e7c9e393e,12.11%,1.086GiB / 31.34GiB
2024-03-12 10:39:30,590e7c9e393e,1.56%,1.086GiB / 31.34GiB
2024-03-12 10:39:32,590e7c9e393e,3.70%,1.086GiB / 31.34GiB
2024-03-12 10:39:34,590e7c9e393e,17.67%,1.086GiB / 31.34GiB
2024-03-12 10:39:36,590e7c9e393e,13.74%,1.087GiB / 31.34GiB
2024-03-12 10:39:38,590e7c9e393e,14.47%,1.087GiB / 31.34GiB
2024-03-12 10:39:40,590e7c9e393e,15.29%,1.087GiB / 31.34GiB
2024-03-12 10:39:42,590e7c9e393e,11.59%,1.087GiB / 31.34GiB
2024-03-12 10:39:44,590e7c9e393e,16.12%,1.087GiB / 31.34GiB
2024-03-12 10:39:46,590e7c9e393e,13.20%,1.087GiB / 31.34GiB
2024-03-12 10:39:48,590e7c9e393e,5.34%,1.087GiB / 31.34GiB
2024-03-12 10:39:50,590e7c9e393e,16.49%,1.087GiB / 31.34GiB
2024-03-12 10:39:52,590e7c9e393e,15.51%,1.088GiB / 31.34GiB
2024-03-12 10:39:54,590e7c9e393e,5.05%,1.088GiB / 31.34GiB
2024-03-12 10:39:56,590e7c9e393e,5.23%,1.088GiB / 31.34GiB
2024-03-12 10:39:58,590e7c9e393e,7.68%,1.088GiB / 31.34GiB
2024-03-12 10:40:00,590e7c9e393e,8.67%,1.088GiB / 31.34GiB
2024-03-12 10:40:02,590e7c9e393e,9.98%,1.088GiB / 31.34GiB
2024-03-12 10:40:04,590e7c9e393e,11.71%,1.088GiB / 31.34GiB
2024-03-12 10:40:06,590e7c9e393e,1.72%,1.088GiB / 31.34GiB
2024-03-12 10:40:08,590e7c9e393e,6.70%,1.088GiB / 31.34GiB
2024-03-12 10:40:10,590e7c9e393e,9.74%,1.088GiB / 31.34GiB
2024-03-12 10:40:12,590e7c9e393e,10.79%,1.088GiB / 31.34GiB
2024-03-12 10:40:14,590e7c9e393e,11.83%,1.089GiB / 31.34GiB
2024-03-12 10:40:16,590e7c9e393e,12.90%,1.089GiB / 31.34GiB
2024-03-12 10:40:18,590e7c9e393e,9.89%,1.089GiB / 31.34GiB
2024-03-12 10:40:20,590e7c9e393e,10.66%,1.089GiB / 31.34GiB
2024-03-12 10:40:22,590e7c9e393e,10.40%,1.089GiB / 31.34GiB
2024-03-12 10:40:24,590e7c9e393e,3.57%,1.089GiB / 31.34GiB
2024-03-12 10:40:26,590e7c9e393e,12.45%,1.089GiB / 31.34GiB
2024-03-12 10:40:28,590e7c9e393e,13.68%,1.09GiB / 31.34GiB
2024-03-12 10:40:30,590e7c9e393e,11.10%,1.09GiB / 31.34GiB
2024-03-12 10:40:32,590e7c9e393e,15.76%,1.106GiB / 31.34GiB
2024-03-12 10:40:34,590e7c9e393e,16.17%,1.106GiB / 31.34GiB
2024-03-12 10:40:36,590e7c9e393e,14.43%,1.107GiB / 31.34GiB
2024-03-12 10:40:38,590e7c9e393e,83.24%,1.091GiB / 31.34GiB
2024-03-12 10:40:40,590e7c9e393e,3.37%,1.09GiB / 31.34GiB
2024-03-12 10:40:42,590e7c9e393e,1.26%,1.09GiB / 31.34GiB
2024-03-12 10:40:44,590e7c9e393e,2.28%,1.091GiB / 31.34GiB
2024-03-12 10:40:46,590e7c9e393e,18.98%,1.091GiB / 31.34GiB
2024-03-12 10:40:48,590e7c9e393e,9.71%,1.091GiB / 31.34GiB
2024-03-12 10:40:50,590e7c9e393e,9.88%,1.091GiB / 31.34GiB
2024-03-12 10:40:52,590e7c9e393e,16.48%,1.091GiB / 31.34GiB
2024-03-12 10:40:54,590e7c9e393e,14.34%,1.091GiB / 31.34GiB
2024-03-12 10:40:56,590e7c9e393e,7.24%,1.091GiB / 31.34GiB
2024-03-12 10:40:58,590e7c9e393e,16.72%,1.091GiB / 31.34GiB
2024-03-12 10:41:00,590e7c9e393e,12.30%,1.092GiB / 31.34GiB
2024-03-12 10:41:02,590e7c9e393e,12.51%,1.092GiB / 31.34GiB
2024-03-12 10:41:04,590e7c9e393e,12.27%,1.092GiB / 31.34GiB
2024-03-12 10:41:06,590e7c9e393e,12.67%,1.092GiB / 31.34GiB
2024-03-12 10:41:08,590e7c9e393e,13.54%,1.092GiB / 31.34GiB
2024-03-12 10:41:10,590e7c9e393e,12.65%,1.092GiB / 31.34GiB
2024-03-12 10:41:12,590e7c9e393e,8.75%,1.092GiB / 31.34GiB
2024-03-12 10:41:14,590e7c9e393e,6.85%,1.092GiB / 31.34GiB
2024-03-12 10:41:16,590e7c9e393e,14.00%,1.093GiB / 31.34GiB
2024-03-12 10:41:18,590e7c9e393e,12.74%,1.093GiB / 31.34GiB
2024-03-12 10:41:20,590e7c9e393e,1.54%,1.093GiB / 31.34GiB
2024-03-12 10:41:22,590e7c9e393e,2.07%,1.093GiB / 31.34GiB
2024-03-12 10:41:24,590e7c9e393e,14.84%,1.093GiB / 31.34GiB
2024-03-12 10:41:26,590e7c9e393e,10.93%,1.093GiB / 31.34GiB
2024-03-12 10:41:28,590e7c9e393e,4.59%,1.093GiB / 31.34GiB
2024-03-12 10:41:30,590e7c9e393e,12.30%,1.093GiB / 31.34GiB
2024-03-12 10:41:32,590e7c9e393e,45.37%,1.103GiB / 31.34GiB
2024-03-12 10:41:34,590e7c9e393e,34.44%,1.117GiB / 31.34GiB
2024-03-12 10:41:36,590e7c9e393e,11.84%,1.118GiB / 31.34GiB
2024-03-12 10:41:38,590e7c9e393e,17.17%,1.118GiB / 31.34GiB
2024-03-12 10:41:40,590e7c9e393e,11.95%,1.118GiB / 31.34GiB
2024-03-12 10:41:42,590e7c9e393e,9.94%,1.118GiB / 31.34GiB
2024-03-12 10:41:44,590e7c9e393e,4.92%,1.118GiB / 31.34GiB
2024-03-12 10:41:46,590e7c9e393e,8.60%,1.118GiB / 31.34GiB
2024-03-12 10:41:49,590e7c9e393e,18.66%,1.118GiB / 31.34GiB
2024-03-12 10:41:51,590e7c9e393e,13.00%,1.119GiB / 31.34GiB
2024-03-12 10:41:53,590e7c9e393e,10.91%,1.119GiB / 31.34GiB
2024-03-12 10:41:55,590e7c9e393e,13.71%,1.119GiB / 31.34GiB
2024-03-12 10:41:57,590e7c9e393e,8.34%,1.119GiB / 31.34GiB
2024-03-12 10:41:59,590e7c9e393e,2.37%,1.119GiB / 31.34GiB
2024-03-12 10:42:01,590e7c9e393e,1.71%,1.119GiB / 31.34GiB
2024-03-12 10:42:03,590e7c9e393e,21.55%,1.119GiB / 31.34GiB
2024-03-12 10:42:05,590e7c9e393e,11.23%,1.119GiB / 31.34GiB
2024-03-12 10:42:07,590e7c9e393e,11.64%,1.119GiB / 31.34GiB
2024-03-12 10:42:09,590e7c9e393e,16.67%,1.119GiB / 31.34GiB
2024-03-12 10:42:11,590e7c9e393e,12.83%,1.119GiB / 31.34GiB
2024-03-12 10:42:13,590e7c9e393e,6.67%,1.12GiB / 31.34GiB
2024-03-12 10:42:15,590e7c9e393e,13.51%,1.12GiB / 31.34GiB
2024-03-12 10:42:17,590e7c9e393e,15.77%,1.12GiB / 31.34GiB
2024-03-12 10:42:19,590e7c9e393e,1.27%,1.12GiB / 31.34GiB
2024-03-12 10:42:21,590e7c9e393e,12.99%,1.12GiB / 31.34GiB
2024-03-12 10:42:23,590e7c9e393e,12.07%,1.12GiB / 31.34GiB
2024-03-12 10:42:25,590e7c9e393e,22.19%,1.121GiB / 31.34GiB
2024-03-12 10:42:27,590e7c9e393e,14.88%,1.121GiB / 31.34GiB
2024-03-12 10:42:29,590e7c9e393e,12.40%,1.121GiB / 31.34GiB
2024-03-12 10:42:31,590e7c9e393e,8.13%,1.121GiB / 31.34GiB
2024-03-12 10:42:33,590e7c9e393e,24.09%,1.152GiB / 31.34GiB
2024-03-12 10:42:35,590e7c9e393e,27.79%,1.121GiB / 31.34GiB
2024-03-12 10:42:37,590e7c9e393e,2.53%,1.121GiB / 31.34GiB
2024-03-12 10:42:39,590e7c9e393e,14.17%,1.121GiB / 31.34GiB
2024-03-12 10:42:41,590e7c9e393e,18.85%,1.122GiB / 31.34GiB
2024-03-12 10:42:43,590e7c9e393e,15.79%,1.122GiB / 31.34GiB
2024-03-12 10:42:45,590e7c9e393e,11.56%,1.122GiB / 31.34GiB
2024-03-12 10:42:47,590e7c9e393e,15.79%,1.122GiB / 31.34GiB
2024-03-12 10:42:49,590e7c9e393e,14.23%,1.122GiB / 31.34GiB
2024-03-12 10:42:51,590e7c9e393e,12.39%,1.122GiB / 31.34GiB
2024-03-12 10:42:53,590e7c9e393e,1.39%,1.122GiB / 31.34GiB
2024-03-12 10:42:55,590e7c9e393e,11.80%,1.123GiB / 31.34GiB
2024-03-12 10:42:57,590e7c9e393e,15.10%,1.123GiB / 31.34GiB
2024-03-12 10:42:59,590e7c9e393e,11.51%,1.123GiB / 31.34GiB
2024-03-12 10:43:01,590e7c9e393e,1.50%,1.123GiB / 31.34GiB
2024-03-12 10:43:03,590e7c9e393e,4.80%,1.123GiB / 31.34GiB
2024-03-12 10:43:05,590e7c9e393e,2.37%,1.114GiB / 31.34GiB
