Timestamp,Transaction_Type,MIN,P50%,P95%,P99%,MAX
11:06:23,NEWORD,1530,2429.5,40051,210165,266109
11:06:23,PAYMENT,1148,1650,28195,176096,213949
11:06:23,DELIVERY,2584,3653,16017,110883,110883
11:06:23,SLEV,1371,2116,2777,2786,3002
11:06:23,OSTAT,549,801,1218,1343,1343
11:06:33,NEWORD,1480,2428,4511,126979,238090
11:06:33,PAYMENT,1184,1736,2736,141247,217097
11:06:33,DELIVERY,2811,4263,7143,94430,153550
11:06:33,SLEV,1523,2099.5,3095,3536,3674
11:06:33,OSTAT,537,828,1400,1490,1803
11:06:43,NEWORD,1364,2423.5,34044,162328,219070
11:06:43,PAYMENT,1128,1780,18116,225384,428779
11:06:43,DELIVERY,2548,3438,5058,68398,215734
11:06:43,SLEV,1516,2209,2927,3558,3558
11:06:43,OSTAT,585,946,1477,1980,2045
11:06:53,NEWORD,1563,2271,4466,156098,219221
11:06:53,PAYMENT,1179,1664,2990,97666,270809
11:06:53,DELIVERY,2674,3501,88005,209417,278853
11:06:53,SLEV,1447,2069,3224,3602,3946
11:06:53,OSTAT,516,779.5,1496,1893,2147
11:07:03,NEWORD,1530,2679,117979,211558,225232
11:07:03,PAYMENT,1196,1811.5,32132,239723,399167
11:07:03,DELIVERY,2626,3948,28928,31519,31519
11:07:03,SLEV,1385,2325,3158,5703,5703
11:07:03,OSTAT,483,884.5,1346,2053,2053
11:07:13,NEWORD,1477,2320.5,7657,185371,352509
11:07:13,PAYMENT,1125,1753,29908,195162,274585
11:07:13,DELIVERY,2535,3540,5744,7557,61046
11:07:13,SLEV,1460,2052.5,3519,3629,3884
11:07:13,OSTAT,482,882.5,1573,2037,2482
11:07:23,NEWORD,1456,2258,3517,174975,258193
11:07:23,PAYMENT,1074,1670.5,2931,81803,246599
11:07:23,DELIVERY,2387,3473,4752,7716,37129
11:07:23,SLEV,1529,1954,2610,3200,3275
11:07:23,OSTAT,490,857.5,1231,1647,1772
11:07:33,NEWORD,1360,1994,3263,170422,209589
11:07:33,PAYMENT,1074,1524,2634,87156,231921
11:07:33,DELIVERY,2351,3010,4083,4421,4652
11:07:33,SLEV,1374,1680,2687.5,3176,3444
