Timestamp,Transaction_Type,MIN,P50%,P95%,P99%,MAX
21:55:00,PAYMENT,1205,1548,2168,155024,233196
21:55:00,DELIVERY,2370,2887,3389,3748,3748
21:55:00,SLEV,1238,1383.5,1566,1654,1654
21:55:00,OSTAT,599,810.5,893,1132,1132
21:55:02,NEWORD,1507,2005,7218,108926,196023
21:55:02,PAYMENT,1159,1529,1968,93111,183354
21:55:02,DELIVERY,2529,2917,3213,3690,3690
21:55:02,SLEV,1127,1471,1585,1661,1661
21:55:02,OSTAT,584,785,959,1015,1015
21:55:04,NEWORD,1580,2064,94065,194841,201486
21:55:04,PAYMENT,1262,1525,2334,97563,227994
21:55:04,DELIVERY,2710,2735,2773,2773,2773
21:55:04,SLEV,1340,1434,1632,1632,1632
21:55:04,OSTAT,699,766,1167,1167,1167
21:55:06,NEWORD,3893,196199,318763,318763,318763
21:55:06,PAYMENT,1900,13784,128591,128591,128591
21:55:06,DELIVERY,114938,114938,114938,114938,114938
21:55:06,SLEV,2176,2176,2176,2176,2176
21:55:06,OSTAT,1118,1118,1118,1118,1118
21:55:08,NEWORD,19279,49177,191502,224312,224312
21:55:08,PAYMENT,19253,30189,224136,228897,228897
21:55:08,DELIVERY,197739,197739,197739,197739,197739
21:55:08,OSTAT,901,901,901,901,901
21:55:10,NEWORD,1434,1964.5,41041,100921,182895
21:55:10,PAYMENT,1180,1511.5,2162,134088,146867
21:55:10,DELIVERY,2353,2726,3135,3425,3425
21:55:10,SLEV,1282,1410,1523,1821,1821
21:55:10,OSTAT,711,782,1134,1134,1134
21:55:12,NEWORD,1485,2007,2604,72950,169030
21:55:12,PAYMENT,1194,1510,1915,165488,185830
21:55:12,DELIVERY,2338,2851.5,3424,3862,3862
21:55:12,SLEV,1155,1443,1804,1838,1838
21:55:12,OSTAT,521,810,934,1186,1186
21:55:14,NEWORD,1491,2025,44877,179914,220566
21:55:14,PAYMENT,1195,1512,204969.5,254235,254235
21:55:14,DELIVERY,2838,3195,211138,211138,211138
21:55:14,SLEV,1215,1374,1800,1800,1800
21:55:14,OSTAT,662,747,849,849,849
21:55:16,NEWORD,1642,2073,78681,135383,174456
21:55:16,PAYMENT,1232,1589,3206,204619,204979
21:55:16,DELIVERY,2395,2952,188536,188536,188536
21:55:16,SLEV,1185,1339,1633,1633,1633
21:55:16,OSTAT,596,749,879,879,879
21:55:18,NEWORD,1490,1974,2642,158565,196772
21:55:18,PAYMENT,1202,1489.5,2115,94313,174251
21:55:18,DELIVERY,2374,2861,95356,189114,189114
21:55:18,SLEV,1243,1374,1503,1512,1512
21:55:18,OSTAT,519,695,923,1117,1117
21:55:20,NEWORD,1431,1921,2497,86682,181908
21:55:20,PAYMENT,1109,1471,2472,89484,224164
21:55:20,DELIVERY,2243,2679,3018,3074,3074
21:55:20,SLEV,1231,1327.5,1420,1535,1535
21:55:20,OSTAT,557,748,824,939,939
21:55:22,NEWORD,1420,1987.5,2609,168460,186440
21:55:22,PAYMENT,1180,1458,2228,81010,91126
21:55:22,DELIVERY,2430,2765,3145,3170,3170
21:55:22,SLEV,1151,1312,1529,1671,1671
21:55:22,OSTAT,517,707,801,1049,1049
21:55:24,NEWORD,1496,1939.5,2414,94141,302297
21:55:24,PAYMENT,1178,1483.5,2150,174205,274980
21:55:24,DELIVERY,2184,2818,3203,88279,88279
21:55:24,SLEV,1156,1322,1464,1613,1613
21:55:24,OSTAT,542,725.5,857,857,857
21:55:26,NEWORD,1630,2174.5,2921,160214,188761
21:55:26,PAYMENT,1218,1635,2266,94333,176511
21:55:26,DELIVERY,2604,2975.5,3518,5865,5865
21:55:26,SLEV,1229,1485,2399,3191,3191
21:55:26,OSTAT,573,854.5,1329,1329,1329
21:55:28,NEWORD,1499,2066,2530,76955,189271
21:55:28,PAYMENT,1196,1608,2121,93978,192040
21:55:28,DELIVERY,2540,2944,4353,153938,153938
21:55:28,SLEV,1290,1427.5,1565,2731,2731
21:55:28,OSTAT,669,810,922,1138,1138
21:55:30,NEWORD,1559,1998,3116,87432,191519
21:55:30,PAYMENT,1103,1565,2214,98080,197324
21:55:30,DELIVERY,2463,2718.5,3277,3297,3297
21:55:30,SLEV,1350,1465,1649,1649,1649
21:55:30,OSTAT,527,768,983,1076,1076
21:55:32,NEWORD,1576,2141,100935,305529,372614
21:55:32,PAYMENT,1147,1660,3092,16802,247763
21:55:32,DELIVERY,2438,2695.5,4605,4605,4605
21:55:32,SLEV,1325,1458,2357,2357,2357
21:55:32,OSTAT,672,715,1229,1229,1229
21:55:34,NEWORD,1534,2073,2639,94851,150089
21:55:34,PAYMENT,1247,1585.5,2134,57199,176821
21:55:34,DELIVERY,2449,2934.5,3955,170242,170242
21:55:34,SLEV,1279,1490,1803,1844,1844
21:55:34,OSTAT,648,828,895,1165,1165
21:55:36,NEWORD,1592,2211,2720,202759,214030
21:55:36,PAYMENT,1256,1723,2203,77134,158343
21:55:36,DELIVERY,2809,3152.5,3727,30446,30446
21:55:36,SLEV,1393,1553,2008,2144,2144
21:55:36,OSTAT,770,927.5,1259,1357,1357
21:55:38,NEWORD,1510,2273,10766,101009,200851
21:55:38,PAYMENT,1401,1726.5,93970,208143,260422
21:55:38,DELIVERY,2756,3047,6843,6843,6843
21:55:38,SLEV,1463,1503,1917,1917,1917
21:55:38,OSTAT,596,964,1212,1212,1212
21:55:40,NEWORD,2268,3429.5,4486,138292,248730
21:55:40,PAYMENT,1511,1973.5,127062,172238,245576
21:55:40,DELIVERY,4079,6396,6646,6646,6646
21:55:40,SLEV,1228,1503,1691,1845,1845
21:55:40,OSTAT,662,790,1015,1015,1015
21:55:42,NEWORD,2120,3478,4651,115926,247287
21:55:42,PAYMENT,1331,2016,114994,180320,266205
21:55:42,DELIVERY,4045,4409,271589,271589,271589
21:55:42,SLEV,1296,1473,1765,2024,2024
21:55:42,OSTAT,782,1046,1425,1425,1425
21:55:44,NEWORD,2322,3253,24414,265485,265742
21:55:44,PAYMENT,1260,1789.5,3397,118221,123119
21:55:44,DELIVERY,3886,4667,6775,6775,6775
21:55:44,SLEV,1357,1659.5,2210,2210,2210
21:55:44,OSTAT,614,896,1432,1432,1432
21:55:46,NEWORD,2031,3286,34053,213071,268857
21:55:46,PAYMENT,1382,1896,2866,117844,265030
21:55:46,DELIVERY,3746,4414.5,6475,6475,6475
21:55:46,SLEV,1439,1612,1761,1761,1761
21:55:46,OSTAT,649,938,1438,1438,1438
21:55:48,NEWORD,2068,3236,100032,190317,210371
21:55:48,PAYMENT,1365,1902,3443,151309,171925
21:55:48,DELIVERY,3842,4403,4695,220088,220088
21:55:48,SLEV,1465,1615.5,1852,1852,1852
21:55:48,OSTAT,830,937,1128,1128,1128
21:55:50,NEWORD,23793,83063.5,207350,207350,207350
21:55:50,PAYMENT,22088,55667,154215,207155,207155
21:55:50,DELIVERY,29760,29760,29760,29760,29760
21:55:50,SLEV,1539,1708.5,1756,1756,1756
21:55:50,OSTAT,840,930,943,943,943
21:55:52,NEWORD,2048,3779,94277,250505,250505
21:55:52,PAYMENT,1422,2164.5,88945,128582,128582
21:55:52,DELIVERY,4196,13755,150340,150340,150340
21:55:52,SLEV,1275,1653,1736,1736,1736
21:55:52,OSTAT,789,937,1233,1233,1233
21:55:54,NEWORD,1897,3214,114996,218444,256640
21:55:54,PAYMENT,1391,1879,35802,101325,107019
21:55:54,DELIVERY,3886,4607,5384,5384,5384
21:55:54,SLEV,1295,1471,1746,2261,2261
21:55:54,OSTAT,725,799,917,917,917
21:55:56,NEWORD,1990,3162,78068,132536,212056
21:55:56,PAYMENT,1367,1759,2449,235768,242876
21:55:56,DELIVERY,3297,4197,6149,6149,6149
21:55:56,SLEV,1427,1526,3148,3148,3148
21:55:56,OSTAT,678,851,1256,1468,1468
21:55:58,NEWORD,1999,3109,3833,78830,198419
21:55:58,PAYMENT,1334,1675,3063,115270,199895
21:55:58,DELIVERY,3421,4026.5,86831,248107,248107
21:55:58,SLEV,1316,1547,1819,1819,1819
21:55:58,OSTAT,642,786,1007,1007,1007
21:56:00,NEWORD,1973,2771,90938.5,197715,203131
21:56:00,PAYMENT,1253,1688,2456,77721,94600
21:56:00,DELIVERY,3190,3554.5,4252,4252,4252
21:56:00,SLEV,1321,1458,1726,1726,1726
21:56:00,OSTAT,573,839,1017,1017,1017
21:56:02,NEWORD,1990,2817,23172,225652,368130
21:56:02,PAYMENT,1175,1673,2103,116233,402876
21:56:02,DELIVERY,3450,3897,4282,4282,4282
21:56:02,SLEV,1306,1464,1663,1758,1758
21:56:02,OSTAT,759,976,1071,1071,1071
21:56:04,NEWORD,2101,2964,38535,190271,238958
21:56:04,PAYMENT,1322,1813.5,2775.5,80895,91141
21:56:04,DELIVERY,3154,3714.5,4366,4846,4846
21:56:04,SLEV,1358,1502.5,1666,1684,1684
21:56:04,OSTAT,632,855,1103,1276,1276
21:56:06,NEWORD,1768,2916,67079,199291,217289
21:56:06,PAYMENT,1340,1793,2793,112777,199158
21:56:06,DELIVERY,2874,3667.5,4111,4394,4394
21:56:06,SLEV,1223,1544.5,1726,1799,1799
21:56:06,OSTAT,710,957.5,1354,1739,1739
21:56:08,NEWORD,2029,2874.5,21553,167919,308138
21:56:08,PAYMENT,1270,1737,47670,90338,272081
21:56:08,DELIVERY,3282,4114.5,211018,211018,211018
21:56:08,SLEV,1279,1467.5,1661,1661,1661
21:56:08,OSTAT,809,973,1051,1051,1051
21:56:10,NEWORD,1801,2650,71606,182702,183762
21:56:10,PAYMENT,1334,1723,2757,183625,217449
21:56:10,DELIVERY,2817,3762,3886,3986,3986
21:56:10,SLEV,1233,1414,1677,1861,1861
21:56:10,OSTAT,632,803.5,996,996,996
21:56:12,NEWORD,1662,2794.5,81044,220498,221851
21:56:12,PAYMENT,1166,1695,2380,101174,103786
21:56:12,DELIVERY,3127,3604,4113,4113,4113
21:56:12,SLEV,1315,1423,1485,1503,1503
21:56:12,OSTAT,626,819,983,983,983
21:56:14,NEWORD,1809,2554,4345,187427,229088
21:56:14,PAYMENT,1177,1627,2766,135475,228683
21:56:14,DELIVERY,2919,3499.5,3820,3820,3820
21:56:14,SLEV,1292,1407,1674,2268,2268
21:56:14,OSTAT,704,842.5,1137,1137,1137
21:56:16,NEWORD,1625,2563.5,3567,196125,215757
21:56:16,PAYMENT,1155,1607,3116,189065,194299
21:56:16,DELIVERY,2860,3377,4254,4523,4523
21:56:16,SLEV,1180,1356,1523,1599,1599
21:56:16,OSTAT,633,826.5,940,995,995
21:56:18,NEWORD,1864,2635,39759,201475,223076
21:56:18,PAYMENT,1180,1577,2161,90451,104840
21:56:18,DELIVERY,2925,3609.5,6586,94927,94927
21:56:18,SLEV,1215,1347.5,1587,1587,1587
21:56:18,OSTAT,687,721,830,830,830
21:56:20,NEWORD,1994,2680,94355,201934,223776
21:56:20,PAYMENT,1246,1688,3143,66885,97728
21:56:20,DELIVERY,2901,4565,5727,6048,6048
21:56:20,SLEV,1303,1433,1669,1720,1720
21:56:20,OSTAT,576,821,1052,1052,1052
21:56:22,NEWORD,1878,2533,3605,176602,217282
21:56:22,PAYMENT,1277,1690,2218,180996,185839
21:56:22,DELIVERY,3730,4134.5,4619,5151,5151
21:56:22,SLEV,1211,1409,1573,1668,1668
21:56:22,OSTAT,682,751,999,1051,1051
21:56:24,NEWORD,2065,2859,104065,146997,245653
21:56:24,PAYMENT,1434,2004.5,81842,239370,239370
21:56:24,DELIVERY,4409,5686,238296,238296,238296
21:56:24,SLEV,1307,1462,1537,1537,1537
21:56:24,OSTAT,708,991,1163,1163,1163
21:56:30,NEWORD,35845,80023.5,200821,219349,219349
21:56:30,PAYMENT,37092,64960,148742,148742,148742
21:56:30,DELIVERY,41437,116084,190731,190731,190731
21:56:30,SLEV,4112586,4112586,4112586,4112586,4112586
21:56:30,OSTAT,930,930.5,931,931,931
21:56:32,NEWORD,22579,49640,67000,71441,71441
21:56:32,PAYMENT,23067,63534,86139,90667,90667
21:56:32,DELIVERY,103934,103934,103934,103934,103934
21:56:32,SLEV,70666,87944,105222,105222,105222
21:56:32,OSTAT,687,968,1214,1214,1214
21:56:34,NEWORD,1683,2218,63218,104643,203168
21:56:34,PAYMENT,1313,1761,50499,66538,275879
21:56:34,DELIVERY,2611,3360,4104,4104,4104
21:56:34,SLEV,71162,72118,78474,78474,78474
21:56:34,OSTAT,769,896.5,938,938,938
21:56:36,NEWORD,1502,2106.5,2749,5527,8210
21:56:36,PAYMENT,1257,1649,2052,2277,2306
21:56:36,DELIVERY,3098,3673,4383,5308,5308
21:56:36,SLEV,48918,74416,77196,80980,80980
21:56:36,OSTAT,675,792,1146,1222,1222
21:56:38,NEWORD,1492,2079.5,2825,3513,7571
21:56:38,PAYMENT,1239,1600,2112,2303,2468
21:56:38,DELIVERY,2927,3318,4180,4223,4223
21:56:38,SLEV,49627,75008,76784,77344,77344
21:56:38,OSTAT,532,791,959,1156,1156
21:56:40,NEWORD,1617,2127,2994,15824,17427
21:56:40,PAYMENT,1275,1664,2161,4360,17160
21:56:40,DELIVERY,2905,3526,3726,3761,3761
21:56:40,SLEV,69423,75058,76400,79893,79893
21:56:40,OSTAT,671,849,1086,1112,1112
21:56:42,NEWORD,1474,2051,2648,3209,4445
21:56:42,PAYMENT,1217,1614,2145,2886,5220
21:56:42,SLEV,48310,72144,76902,77361,77361
21:56:42,DELIVERY,2715,3200,4197,4626,4626
21:56:42,OSTAT,557,797,1027,1083,1083
21:56:44,NEWORD,1497,2092.5,2668,2764,3127
21:56:44,PAYMENT,1256,1626,2150,2503,4770
21:56:44,SLEV,54284,75800,77140,80026,80026
21:56:44,DELIVERY,2601,3368,3675,3797,3797
21:56:44,OSTAT,563,817.5,1047,1070,1070
21:56:46,NEWORD,1569,2107,2859,25409,64327
21:56:46,PAYMENT,1252,1675,2192,2560,77656
21:56:46,SLEV,50348,72902,76891,76925,76925
21:56:46,DELIVERY,2667,3368,3639,7011,7011
21:56:46,OSTAT,623,693,980,1133,1133
21:56:48,NEWORD,1523,2138.5,16342,87700,92507
21:56:48,PAYMENT,1252,1681.5,2670,71914,119310
21:56:48,SLEV,49835,76271,78021,78115,78115
21:56:48,DELIVERY,3020,3229,3787,51962,51962
21:56:48,OSTAT,635,742,1071,1104,1104
21:56:50,NEWORD,1559,2092,2742,23461,41448
21:56:50,PAYMENT,1235,1643,2152,5757,61119
21:56:50,SLEV,70493,75110.5,77228,79128,79128
21:56:50,DELIVERY,2841,3343,4578,89010,89010
21:56:50,OSTAT,598,772,1015,1161,1161
21:56:52,NEWORD,1481,1989,2558,2728,61557
21:56:52,PAYMENT,1226,1596.5,4391,78309,81820
21:56:52,SLEV,58220,75412,76815,77220,77220
21:56:52,DELIVERY,3097,3292.5,101108,101108,101108
21:56:52,OSTAT,611,789,876,1010,1010
21:56:54,NEWORD,1514,2076,6060,79959,142987
21:56:54,PAYMENT,1246,1585,3245,40259,61149
21:56:54,SLEV,61370,75239,76686,76814,76814
21:56:54,DELIVERY,2606,3193.5,3605,3605,3605
21:56:54,OSTAT,608,823.5,944,944,944
