Time,Container Name,CPU Usage (seconds),Memory Usage (current),Memory Usage (peak)
2024-03-08 22:57:30,pgsql,216,2.87GB,2.90GB
2024-03-08 22:57:32,pgsql,216,2.87GB,2.90GB
2024-03-08 22:57:35,pgsql,216,2.87GB,2.90GB
2024-03-08 22:57:37,pgsql,217,2.87GB,2.90GB
2024-03-08 22:57:39,pgsql,217,2.87GB,2.90GB
2024-03-08 22:57:41,pgsql,217,2.87GB,2.90GB
2024-03-08 22:57:43,pgsql,217,2.87GB,2.90GB
2024-03-08 22:57:45,pgsql,217,2.87GB,2.90GB
2024-03-08 22:57:47,pgsql,217,2.87GB,2.90GB
2024-03-08 22:57:49,pgsql,217,2.87GB,2.90GB
2024-03-08 22:57:51,pgsql,217,2.87GB,2.90GB
2024-03-08 22:57:53,pgsql,217,2.87GB,2.90GB
2024-03-08 22:57:55,pgsql,217,2.87GB,2.90GB
2024-03-08 22:57:58,pgsql,217,2.87GB,2.90GB
2024-03-08 22:58:00,pgsql,217,2.87GB,2.90GB
2024-03-08 22:58:02,pgsql,217,2.87GB,2.90GB
2024-03-08 22:58:04,pgsql,217,2.87GB,2.90GB
2024-03-08 22:58:06,pgsql,217,2.87GB,2.90GB
2024-03-08 22:58:08,pgsql,217,2.87GB,2.90GB
2024-03-08 22:58:10,pgsql,217,2.87GB,2.90GB
2024-03-08 22:58:12,pgsql,217,2.87GB,2.90GB
2024-03-08 22:58:14,pgsql,217,2.87GB,2.90GB
2024-03-08 22:58:16,pgsql,217,2.87GB,2.90GB
2024-03-08 22:58:19,pgsql,217,2.87GB,2.90GB
2024-03-08 22:58:21,pgsql,218,2.87GB,2.90GB
2024-03-08 22:58:23,pgsql,218,2.87GB,2.90GB
2024-03-08 22:58:25,pgsql,218,2.87GB,2.90GB
2024-03-08 22:58:27,pgsql,218,2.87GB,2.90GB
2024-03-08 22:58:29,pgsql,218,2.87GB,2.90GB
2024-03-08 22:58:31,pgsql,218,2.87GB,2.90GB
2024-03-08 22:58:33,pgsql,218,2.87GB,2.90GB
2024-03-08 22:58:35,pgsql,218,2.87GB,2.90GB
2024-03-08 22:58:37,pgsql,218,2.87GB,2.90GB
2024-03-08 22:58:39,pgsql,218,2.87GB,2.90GB
2024-03-08 22:58:41,pgsql,218,2.87GB,2.90GB
2024-03-08 22:58:44,pgsql,218,2.87GB,2.90GB
2024-03-08 22:58:46,pgsql,218,2.87GB,2.90GB
2024-03-08 22:58:48,pgsql,218,2.87GB,2.90GB
2024-03-08 22:58:50,pgsql,218,2.87GB,2.90GB
2024-03-08 22:58:52,pgsql,218,2.87GB,2.90GB
2024-03-08 22:58:54,pgsql,218,2.88GB,2.90GB
2024-03-08 22:58:56,pgsql,218,2.88GB,2.90GB
2024-03-08 22:58:58,pgsql,218,2.88GB,2.90GB
2024-03-08 22:59:00,pgsql,219,2.88GB,2.90GB
2024-03-08 22:59:02,pgsql,219,2.88GB,2.90GB
2024-03-08 22:59:04,pgsql,219,2.88GB,2.90GB
2024-03-08 22:59:06,pgsql,219,2.88GB,2.90GB
2024-03-08 22:59:09,pgsql,219,2.88GB,2.90GB
2024-03-08 22:59:11,pgsql,219,2.88GB,2.90GB
2024-03-08 22:59:13,pgsql,219,2.88GB,2.90GB
2024-03-08 22:59:15,pgsql,219,2.88GB,2.90GB
2024-03-08 22:59:17,pgsql,219,2.88GB,2.90GB
2024-03-08 22:59:19,pgsql,219,2.88GB,2.90GB
2024-03-08 22:59:21,pgsql,219,2.88GB,2.90GB
2024-03-08 22:59:23,pgsql,219,2.88GB,2.90GB
2024-03-08 22:59:25,pgsql,219,2.88GB,2.90GB
2024-03-08 22:59:27,pgsql,219,2.88GB,2.90GB
2024-03-08 22:59:29,pgsql,219,2.88GB,2.90GB
2024-03-08 22:59:32,pgsql,219,2.88GB,2.90GB
2024-03-08 22:59:34,pgsql,219,2.88GB,2.90GB
2024-03-08 22:59:36,pgsql,219,2.88GB,2.90GB
2024-03-08 22:59:38,pgsql,219,2.88GB,2.90GB
2024-03-08 22:59:40,pgsql,220,2.88GB,2.90GB
2024-03-08 22:59:42,pgsql,220,2.88GB,2.90GB
2024-03-08 22:59:44,pgsql,220,2.88GB,2.90GB
2024-03-08 22:59:46,pgsql,220,2.88GB,2.90GB
2024-03-08 22:59:48,pgsql,220,2.88GB,2.90GB
2024-03-08 22:59:50,pgsql,220,2.88GB,2.90GB
2024-03-08 22:59:52,pgsql,220,2.88GB,2.90GB
2024-03-08 22:59:55,pgsql,220,2.88GB,2.90GB
2024-03-08 22:59:57,pgsql,220,2.88GB,2.90GB
2024-03-08 22:59:59,pgsql,220,2.88GB,2.90GB
2024-03-08 23:00:01,pgsql,220,2.88GB,2.90GB
2024-03-08 23:00:03,pgsql,220,2.88GB,2.90GB
2024-03-08 23:00:05,pgsql,220,2.88GB,2.90GB
2024-03-08 23:00:07,pgsql,220,2.88GB,2.90GB
2024-03-08 23:00:09,pgsql,220,2.88GB,2.90GB
2024-03-08 23:00:11,pgsql,220,2.88GB,2.90GB
2024-03-08 23:00:13,pgsql,220,2.88GB,2.90GB
2024-03-08 23:00:15,pgsql,220,2.88GB,2.90GB
2024-03-08 23:00:17,pgsql,220,2.88GB,2.90GB
2024-03-08 23:00:20,pgsql,221,2.88GB,2.90GB
2024-03-08 23:00:22,pgsql,221,2.88GB,2.90GB
2024-03-08 23:00:24,pgsql,221,2.88GB,2.90GB
2024-03-08 23:00:26,pgsql,221,2.88GB,2.90GB
2024-03-08 23:00:28,pgsql,221,2.88GB,2.90GB
2024-03-08 23:00:30,pgsql,221,2.88GB,2.90GB
2024-03-08 23:00:32,pgsql,221,2.88GB,2.90GB
2024-03-08 23:00:34,pgsql,221,2.88GB,2.90GB
2024-03-08 23:00:36,pgsql,221,2.88GB,2.90GB
2024-03-08 23:00:38,pgsql,221,2.88GB,2.90GB
2024-03-08 23:00:40,pgsql,221,2.88GB,2.90GB
2024-03-08 23:00:43,pgsql,221,2.88GB,2.90GB
2024-03-08 23:00:45,pgsql,221,2.88GB,2.90GB
2024-03-08 23:00:47,pgsql,221,2.88GB,2.90GB
2024-03-08 23:00:49,pgsql,221,2.88GB,2.90GB
2024-03-08 23:00:51,pgsql,221,2.88GB,2.90GB
2024-03-08 23:00:53,pgsql,221,2.88GB,2.90GB
2024-03-08 23:00:55,pgsql,221,2.88GB,2.90GB
2024-03-08 23:00:57,pgsql,221,2.88GB,2.90GB
2024-03-08 23:00:59,pgsql,222,2.88GB,2.90GB
2024-03-08 23:01:01,pgsql,222,2.88GB,2.90GB
2024-03-08 23:01:03,pgsql,222,2.88GB,2.90GB
2024-03-08 23:01:06,pgsql,222,2.88GB,2.90GB
2024-03-08 23:01:08,pgsql,222,2.88GB,2.90GB
2024-03-08 23:01:10,pgsql,222,2.88GB,2.90GB
2024-03-08 23:01:12,pgsql,222,2.88GB,2.90GB
2024-03-08 23:01:14,pgsql,222,2.88GB,2.90GB
2024-03-08 23:01:16,pgsql,222,2.88GB,2.90GB
2024-03-08 23:01:18,pgsql,222,2.88GB,2.90GB
2024-03-08 23:01:20,pgsql,222,2.88GB,2.90GB
2024-03-08 23:01:22,pgsql,222,2.88GB,2.90GB
2024-03-08 23:01:24,pgsql,222,2.88GB,2.90GB
2024-03-08 23:01:27,pgsql,222,2.88GB,2.90GB
2024-03-08 23:01:29,pgsql,222,2.88GB,2.90GB
2024-03-08 23:01:31,pgsql,222,2.88GB,2.90GB
2024-03-08 23:01:33,pgsql,222,2.88GB,2.90GB
2024-03-08 23:01:35,pgsql,222,2.88GB,2.90GB
2024-03-08 23:01:37,pgsql,222,2.88GB,2.90GB
2024-03-08 23:01:39,pgsql,222,2.88GB,2.90GB
2024-03-08 23:01:41,pgsql,223,2.88GB,2.90GB
2024-03-08 23:01:43,pgsql,223,2.88GB,2.90GB
2024-03-08 23:01:45,pgsql,223,2.88GB,2.90GB
2024-03-08 23:01:47,pgsql,223,2.88GB,2.90GB
2024-03-08 23:01:49,pgsql,223,2.88GB,2.90GB
2024-03-08 23:01:52,pgsql,223,2.88GB,2.90GB
2024-03-08 23:01:54,pgsql,223,2.88GB,2.90GB
2024-03-08 23:01:56,pgsql,223,2.88GB,2.90GB
2024-03-08 23:01:58,pgsql,223,2.88GB,2.90GB
2024-03-08 23:02:00,pgsql,223,2.88GB,2.90GB
2024-03-08 23:02:02,pgsql,223,2.88GB,2.90GB
2024-03-08 23:02:04,pgsql,223,2.88GB,2.90GB
2024-03-08 23:02:06,pgsql,223,2.88GB,2.90GB
2024-03-08 23:02:08,pgsql,223,2.88GB,2.90GB
2024-03-08 23:02:11,pgsql,223,2.88GB,2.90GB
2024-03-08 23:02:13,pgsql,223,2.88GB,2.90GB
2024-03-08 23:02:15,pgsql,223,2.88GB,2.90GB
2024-03-08 23:02:17,pgsql,223,2.88GB,2.90GB
2024-03-08 23:02:19,pgsql,223,2.88GB,2.90GB
2024-03-08 23:02:21,pgsql,223,2.88GB,2.90GB
2024-03-08 23:02:23,pgsql,224,2.90GB,2.90GB
2024-03-08 23:02:25,pgsql,224,2.90GB,2.90GB
2024-03-08 23:02:27,pgsql,224,2.90GB,2.90GB
2024-03-08 23:02:29,pgsql,224,2.90GB,2.90GB
2024-03-08 23:02:31,pgsql,225,2.88GB,2.90GB
2024-03-08 23:02:34,pgsql,225,2.88GB,2.90GB
2024-03-08 23:02:36,pgsql,225,2.88GB,2.90GB
2024-03-08 23:02:38,pgsql,225,2.88GB,2.90GB
2024-03-08 23:02:40,pgsql,225,2.88GB,2.90GB
2024-03-08 23:02:42,pgsql,225,2.88GB,2.90GB
2024-03-08 23:02:44,pgsql,225,2.88GB,2.90GB
2024-03-08 23:02:46,pgsql,225,2.88GB,2.90GB
2024-03-08 23:02:48,pgsql,225,2.88GB,2.90GB
2024-03-08 23:02:50,pgsql,225,2.87GB,2.90GB
2024-03-08 23:02:52,pgsql,225,2.87GB,2.90GB
2024-03-08 23:02:54,pgsql,225,2.87GB,2.90GB
2024-03-08 23:02:56,pgsql,225,2.87GB,2.90GB
2024-03-08 23:02:59,pgsql,225,2.87GB,2.90GB
2024-03-08 23:03:01,pgsql,225,2.87GB,2.90GB
2024-03-08 23:03:03,pgsql,225,2.87GB,2.90GB
2024-03-08 23:03:05,pgsql,225,2.86GB,2.90GB
2024-03-08 23:03:07,pgsql,225,1.64GB,2.90GB
